FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY,DEP_AMORT_EXP_OPS,CASH,MARKETABLE_SEC,OTH_CURR_ASSETS,TOT_CURR_ASSETS,LIMITED_USE_CASH,LIMITED_USE_INV,LIMITED_USE_OTHER_ASSETS,TOT_LIMITED_USE_ASSETS,TOT_PPE,ACCU_DEP_AMORT,NET_TOT_PPE,CONST_IN_PROGRESS,TOT_INV_AND_OTH_ASSETS,TOT_INTANGIBLE_ASSETS,TOT_ASSETS,CURR_LIABILITIES,CURR_MAT_LT_DEBT,TOT_CURR_LIABILITIES,TOT_DEF_CREDITS,TOT_LT_DEBT,CURR_MATURITIES,NET_TOT_LT_DEBT,TOT_LIABILITIES,TOT_EQUITY,TOT_LIABILITY_AND EQUITY
106300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,20231,2023-01-01,2023-03-31,Open,Orange,13 - Orange,1015,Non Profit Corp.,Comparable,,714-997-3000,1201 WEST LA VETA AVENUE,ORANGE,92868,KIM CRIPE,334,334,334,3,0,840,1054,0,0,44,1116,0,8,3065,0,6,0,5667,7019,0,0,160,6878,0,23,19753,0,42,0,5720,28263,0,0,462,13537,0,2392,50416,180205,0,164337144,225308712,0,0,4214952,248114988,0,442172,642598173,492525,0,46696347,201596725,0,0,3211440,133259731,0,1389418,386646186,11115839,610783,0,155159621,313876653,-4025000,0,0,4631129,237826893,0,59577,0,0,0,515421,719770916,0,14522565,0,0,14522565,52420,0,54785300,125349250,0,0,2723030,139838384,0,1247624,323996008,20845486,265163975,0,-14809554,0,0,0,0,37348529,738341851.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106382715,CHINESE HOSPITAL,20231,2023-01-01,2023-03-31,Open,San Francisco,04 - West Bay,423,Non Profit Corp.,Comparable,,415-982-2400,845 JACKSON STREET,SAN FRANCISCO,94133,JIAN ZHANG,88,80,36,146,156,0,14,0,0,12,0,0,23,351,20,552,686,0,35,0,0,39,0,0,1862,3174,1767,4872,10109,348,5135,0,0,6745,3,2,826,28040,7780809,10144114,0,551465,0,0,667035,0,0,4333191,23476614,11098448,12430895,151221,5259015,0,0,7174727,2050,1909,608373,36726638,123632,18017084,19833156,127026,5535132,0,0,0,7461140,632,0,0,0,0,0,608424,51706226,7837297,3912929,0,674816,12425042,862173,10579150,24195,4188277,0,0,380622,676234,1909,4209508,20922068,8517446,32665526,1251461,299514,0,0,0,0,1999210,230118752.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106361144,CHINO VALLEY MEDICAL CENTER,20231,2023-01-01,2023-03-31,Open,San Bernardino,12 - Inland Counties,1207,Investor - Corp.,Comparable,,909-464-8600,5451 WALNUT AVENUE,CHINO,91710,GAIL AVIADO,112,112,112,180,265,79,298,0,0,121,30,0,23,996,0,790,1194,276,1067,0,0,348,187,0,36,3898,0,377,652,962,4494,0,0,2176,212,0,1269,10142,10525545,13121315,3718452,13829837,0,0,5060665,2352508,0,690301,49298623,1783958,4635184,3619981,14995250,0,0,9056750,1131121,0,1790062,37012306,1848705,10837049,13479214,6963263,26040347,-487949,0,0,5388461,1500644,0,12312,0,0,0,276888,65858934,0,0,0,0,0,1472454,4277285,863119,2784741,0,0,8728954,1982984,0,342458,20451995,396235,18939082,0,0,0,0,0,0,589755,40906074.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106314029,CIRBY HILLS BEHAVIORAL HEALTH - PHF,20231,2023-01-01,2023-03-31,Open,Placer,02 - Golden Empire,309,Investor - Corp.,Psychiatric Health Facilities,,916-787-8900,101 CIRBY HILLS DRIVE,ROSEVILLE,95678,ARNE HYSON,16,16,16,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,0,0,0,1421,1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352150,1352150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352150,1352150,0,1345235,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106190176,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,20231,2023-01-01,2023-03-31,Open,Los Angeles,11 - Los Angeles,913,Non Profit Corp.,Comparable,,626-256-4673,1500 DUARTE ROAD,DUARTE,91010,ROBERT STONE,234,232,232,730,103,241,192,0,0,31,781,0,1,2079,0,6150,782,2262,2251,0,0,205,7449,0,6,19105,0,24682,4171,3857,6151,0,0,454,24908,0,818,65041,205024232,20945712,64439078,76562623,0,0,8961908,256894290,0,354081,633181924,490275160,79981467,70837321,96021475,0,0,7725996,479640127,0,1885682,1226367228,1202,536592710,80921688,107123618,135451068,0,0,0,16687904,440613133,0,12291,0,0,0,294068,1317697682,0,0,0,0,0,158706681,20005491,28152781,37133030,0,0,0,295921285,0,1932202,541851470,30908595,571937672,0,29425557,0,0,0,0,104500015,1547902643.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106100005,CLOVIS COMMUNITY MEDICAL CENTER,20231,2023-01-01,2023-03-31,Open,Fresno,09 - Central,605,Non Profit Corp.,Comparable,,559-324-4000,2755 HERNDON AVENUE,CLOVIS,93611,CRAIG WAGONER,352,352,265,1260,712,162,1163,0,0,30,1276,12,20,4635,0,8244,4655,895,5339,0,0,106,4517,25,44,23825,0,18407,10394,1998,11921,0,0,637,9456,176,208,53197,116846804,64870120,13304617,82027351,0,0,2728972,71482728,246804,402681,351910077,109423714,54926258,7472842,70609712,0,0,7376245,135031908,1670811,3102934,389614424,4911050,180887670,102040959,13885419,91796821,0,0,0,6701170,136948041,0,4500508,0,0,0,0,541671638,0,0,0,22126,22126,43884778,16962282,6754479,59829677,0,0,3337143,68221448,336369,548813,199874989,1504775,183170809,11792509,-11866,0,0,0,0,8218822,797142858.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106100697,COALINGA REGIONAL MEDICAL CENTER,20231,2023-01-01,2023-03-31,Open,Fresno,09 - Central,609,Investor - Corp.,Comparable,Rural,559-821-6100,1191 PHELPS AVENUE,COALINGA,93210,AMARDEEP SINGH BRAR,123,123,123,47,0,30,0,0,0,38,0,0,0,115,0,2963,0,1931,0,0,0,688,0,0,0,5582,0,663,0,2778,0,0,0,3775,0,0,0,7216,7512361,0,4022172,0,0,0,3114175,0,0,0,14648708,581185,0,2751450,0,0,0,7835585,0,0,0,11168220,0,5202100,0,4386277,0,0,0,0,7052883,0,0,0,0,0,0,0,16641260,0,0,0,0,0,2891446,0,2387345,0,0,0,3896877,0,0,0,9175668,55532,10207084,0,39243,0,0,0,0,0,483149.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106105051,COALINGA STATE HOSPITAL,20231,2023-01-01,2023-03-31,Open,Fresno,09 - Central,609,State,State Hospitals,,559-935-4300,24511 WEST JAYNE AVENUE,COALINGA,93210,TOM VOSS,1500,1380,1380,1,0,0,0,0,0,6,0,0,32,39,0,98617,0,0,0,0,0,456,0,0,16711,115784,0,0,0,0,0,0,0,0,0,0,0,0,60156217,0,0,0,0,0,278133,0,0,10193976,70628326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60156217,0,0,0,0,0,278133,0,0,10193976,70628326,0,100245252,0,29616926,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106190766,COAST PLAZA HOSPITAL,20231,2023-01-01,2023-03-31,Open,Los Angeles,11 - Los Angeles,921,Investor - Ptnr.,Comparable,,562-868-3751,13100 STUDEBAKER ROAD,NORWALK,90650,RICK ROWE,117,105,36,145,154,28,159,0,0,21,15,0,16,538,0,919,856,187,987,0,0,47,86,0,87,3169,0,266,268,187,1427,0,0,143,199,0,297,2787,15653288,15091209,3048065,16530526,0,0,1528092,1617026,0,1041497,54509703,2174684,2360009,982366,7948999,0,0,1401819,1184168,0,733991,16786036,245916,15116722,14706661,3698914,23700289,-276000,0,0,1481313,2383757,0,0,0,0,0,888589,61946161,0,0,0,0,0,2711250,2744557,607517,779236,0,0,1448598,417437,0,640983,9349578,86052,12763705,0,-673845,0,0,0,0,369185,9783229.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106190184,COLLEGE HOSPITAL,20231,2023-01-01,2023-03-31,Open,Los Angeles,11 - Los Angeles,921,Investor - Corp.,Comparable,,562-924-9581,10802 COLLEGE PLACE,CERRITOS,90703,STEVE WITT,187,187,187,81,82,138,0,14,0,300,257,3,3,878,0,2028,1084,1394,0,132,0,8599,2424,44,31,15736,0,7304,1216,0,0,0,0,16,2831,0,31,11398,3949544,1986519,2642080,0,249355,0,17439844,5295946,74708,54027,31692023,3084364,519185,0,0,0,0,8000,1509961,0,15500,5137010,134839,3661413,1203219,1550921,0,0,139825,0,8652568,3014316,0,141210,0,0,0,0,18498311,0,0,0,0,0,3372496,1292785,1078257,0,108313,0,8729991,3745855,0,3025,18330722,39422,17422627,0,6844,0,0,0,0,443415,6960325.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106301155,COLLEGE HOSPITAL COSTA MESA,20231,2023-01-01,2023-03-31,Open,Orange,13 - Orange,1016,Investor - Corp.,Comparable,,949-642-2734,301 VICTORIA STREET,COSTA MESA,92627,WARREN BRADLEY,122,122,113,19,20,778,14,55,0,0,151,0,2,1039,0,313,311,8058,41,573,0,0,827,0,4,10127,0,1810,345,0,0,0,0,37,859,0,0,3051,754113,711324,18885233,100108,1274009,0,0,1828866,0,10152,23563805,701145,188064,0,0,0,0,15711,588070,0,0,1492990,167282,621440,511475,6778800,58698,-1895054,731034,0,4198,1386175,0,171593,0,0,0,8134,8543775,0,0,0,0,0,716601,386916,13834088,41410,542975,0,11513,976117,0,3400,16513020,399201,20988526,695465,0,0,0,0,0,182992,3362924.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5460610.0,4554312.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106190587,COLLEGE MEDICAL CENTER,20231,2023-01-01,2023-03-31,Open,Los Angeles,11 - Los Angeles,933,Investor - Corp.,Comparable,,562-997-2500,2776 PACIFIC AVENUE,LONG BEACH,90806,JOE AVELINO,221,221,221,208,138,1285,220,0,0,59,0,5,11,1926,0,1480,858,11672,1066,0,0,308,0,40,55,15479,0,333,229,145,892,0,0,213,0,8,535,2355,11506073,6797280,29655093,9845957,0,0,1781910,0,271374,369179,60226866,2349258,806010,537634,4358592,0,0,1318293,0,13011,1472322,10855120,1629826,11273581,4841650,18925574,12029086,-3848832,0,0,2202380,0,0,225271,0,0,0,0,47278536,0,0,0,0,0,2581750,2761640,15115985,2175463,0,0,897823,0,59114,211675,23803450,195249,31638726,0,111772,0,0,0,0,638391,22132663.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106361458,COLORADO RIVER MEDICAL CENTER,20231,2023-01-01,2023-03-31,Open,San Bernardino,12 - Inland Counties,1215,Investor - Corp.,Comparable,Rural,760-326-7267,1401 BAILEY AVENUE,NEEDLES,92363,BING LUM,25,25,3,25,0,20,0,0,0,3,5,0,1,54,0,72,0,67,0,0,0,9,11,0,1,160,0,325,0,629,0,0,0,98,87,12,58,1209,384595,0,344306,0,0,0,51053,61852,0,1846,843652,1851273,0,2391744,0,0,0,571523,575799,40438,235224,5666001,214660,1580297,0,1257682,0,-9412,0,0,384161,414059,0,40438,0,0,0,0,3881885,0,0,0,0,0,655571,0,1487780,0,0,0,238414,223593,0,22410,2627768,145859,2564544,0,4650,0,0,0,0,21855,3948150.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1083071.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106060870,COLUSA MEDICAL CENTER,20231,2023-01-01,2023-03-31,Open,Colusa,01 - Northern California,225,Investor - Corp.,Comparable,Rural,530-458-5821,199 E WEBSTER STREET,COLUSA,95932,SHAMSHER SINGH,48,48,48,96,0,24,25,0,0,25,0,0,4,174,0,589,0,305,589,0,0,95,0,0,12,1590,0,5742,0,1652,4632,0,0,2601,0,0,809,15436,2413637,0,477879,2471387,0,0,1169970,0,0,79831,6612704,4120699,0,2230378,4710308,0,0,1828111,0,0,239494,13128990,0,4261179,0,2310278,4478205,0,0,0,1785213,0,0,3985,0,0,0,0,12838860,0,0,0,0,0,2273158,0,397980,2703490,0,0,1212868,0,0,315338,6902834,15963,6562073,0,0,0,0,0,0,0,718007.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106190197,COMMUNITY HOSPITAL OF HUNTINGTON PARK,20231,2023-01-01,2023-03-31,Open,Los Angeles,11 - Los Angeles,923,Investor - Corp.,Comparable,,310-532-4200,2623 EAST SLAUSON AVENUE,HUNTINGTON PARK,90255,PAUL HUON,81,81,81,124,179,157,355,0,0,13,25,0,2,855,0,651,782,691,1497,0,0,53,64,0,21,3759,0,291,494,1493,4933,0,0,202,207,48,816,8484,11778650,14285847,11454535,25611827,0,0,1222202,1218586,0,161475,65733122,2215312,3432929,7030814,21024268,0,0,1313326,1332769,469480,1647393,38466291,371833,11532533,15666840,16492989,43112649,-1082160,0,0,1605836,2176627,0,499413,0,0,0,2145213,92521773,0,0,0,0,0,2461429,2051936,3074520,3523446,0,0,929692,374728,-29933,-708178,11677640,40358,13890224,0,-1716937,0,0,0,0,12033,3065863.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,20231,2023-01-01,2023-03-31,Open,San Bernardino,12 - Inland Counties,1209,Non Profit Corp.,Comparable,,909-887-6333,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,92411,JUNE COLLISON,347,345,242,202,273,946,883,0,0,4,157,59,0,2524,0,1392,1758,7655,8137,0,0,38,732,104,0,19816,0,788,1645,1962,11683,0,0,136,1531,657,17,18419,16741670,25984124,78734783,97451511,0,0,306377,10307557,1468862,0,230994884,4574118,10084340,10136208,54862620,0,0,681043,11134522,2496770,377987,94347608,1082944,17651675,29749868,52728592,128815522,-5800485,0,0,612477,12233715,0,12795672,0,0,0,1032980,250902960,206267,0,0,0,206267,3340176,6334008,31986403,25079983,0,0,143213,9499591,-1590259,-147316,74645799,852221,71859374,0,945142,0,0,0,0,893376,55706774.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,20231,2023-01-01,2023-03-31,Open,Monterey,08 - Mid-Coast,707,Non Profit Corp.,Comparable,,831-624-5311,23625 W. R. HOLMAN HIGHWAY,MONTEREY,93940,STEVEN PACKER,286,260,260,1849,269,644,0,0,0,268,723,0,32,3785,0,10031,1429,3260,0,0,0,1226,2979,0,174,19099,0,42360,7060,11051,0,0,0,11664,24829,0,1567,98531,227091696,33669213,69899660,0,0,0,21666216,83836215,0,3794789,439957789,115592492,17955945,39355572,0,0,0,12861527,62966361,0,3409184,252141081,4888347,277321400,45512182,96763048,0,0,0,0,28087592,23440747,0,2106732,0,0,0,8409256,486529304,0,0,0,0,0,65318793,6112976,10356122,0,0,0,5178763,115764233,0,2838679,205569566,6697045,168904259,0,43362352,0,0,0,0,19546030,411736250.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106560501,COMMUNITY MEMORIAL HOSPITAL - OJAI,20231,2023-01-01,2023-03-31,Open,Ventura,10 - Santa Barbara/Ventura,809,Non Profit Corp.,Comparable,Rural,805-652-5011,1306 MARICOPA HIGHWAY,OJAI,93023,JIM CORWIN,100,100,76,89,31,1,12,0,0,1,13,2,1,150,64,1458,428,198,4250,0,0,2,408,2,36,6782,5960,3289,1114,285,1853,0,0,127,2599,37,246,9550,2791224,1067714,345535,4295316,0,0,14189,745372,5873,61825,9327048,3020071,1090235,220914,1316964,0,0,120821,2094905,29326,304369,8197605,1141216,2221248,1074107,26371,2757801,0,0,0,51940,152685,0,35199,0,0,0,79667,7540234,0,79047,0,0,79047,3333602,1058193,507218,2715748,0,0,59876,2162892,0,225937,10063466,42779,12323786,0,24163,0,0,0,0,146699,28861731.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106560473,COMMUNITY MEMORIAL HOSPITAL OF SAN BUENAVENTURA,20231,2023-01-01,2023-03-31,Open,Ventura,10 - Santa Barbara/Ventura,809,Non Profit Corp.,Comparable,,805-652-5001,147 N. BRENT STREET,VENTURA,93003,JIM CORWIN,250,250,148,733,806,92,614,0,0,87,999,2,10,3343,0,3068,3425,342,2564,0,0,336,3516,2,48,13301,0,21880,12413,6430,34852,0,0,8360,38308,181,1128,123552,54215654,54250913,3984519,33249668,0,0,5153189,49466834,102661,813348,201236786,56842854,57363784,4428344,43669119,0,0,9304836,80731758,275346,1525573,254141614,2639736,82892846,87168639,-4236670,63773210,0,0,0,11636977,74344438,0,378007,0,0,0,2787987,321385170,0,1137221,0,0,1137221,27827535,24302593,12555869,13537570,0,0,2765652,54110691,0,30541,135130451,1838922,138100414,0,3519364,0,0,0,0,736770,470786062.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106100717,COMMUNITY REGIONAL MEDICAL CENTER - FRESNO,20231,2023-01-01,2023-03-31,Open,Fresno,09 - Central,605,Non Profit Corp.,Comparable,Teaching,559-459-6000,2823 FRESNO STREET,FRESNO,93721,CRIAG CASTOR,921,921,814,1895,1256,943,3482,0,0,48,1300,117,0,9041,50,15491,11006,15290,21168,0,0,347,9421,460,0,73183,8556,10789,7886,4723,31241,0,0,1234,9654,5182,0,70709,236916228,154629541,155009414,317674269,0,0,9449923,171358746,5037551,0,1050075672,111129778,51242535,19661258,134711054,0,0,4796298,86695198,7269352,0,415505473,9561283,256542019,170165123,-20969611,408018743,-18985278,0,0,8018254,159791185,0,12551210,0,0,0,0,984692928,0,0,0,6053,6053,90401337,34975562,214625560,44366580,0,0,5799881,90135181,590169,0,480894270,10984476,419558094,50030894,16177708,0,0,0,0,11358671,407739089.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106070924,CONTRA COSTA REGIONAL MEDICAL CENTER,20231,2023-01-01,2023-03-31,Open,Contra Costa,05 - East Bay,411,City/County,Comparable,,925-370-5000,2500 ALHAMBRA AVENUE,MARTINEZ,94553,PATRICK GODLEY,167,167,132,223,0,217,879,34,0,84,28,0,1,1466,0,2613,0,3449,4104,483,0,788,278,0,2,11717,0,21899,0,12430,84849,1354,0,2946,6350,0,22,129850,21931007,0,19474297,35136096,1112616,0,5512586,1165972,0,96833,84429407,20546254,0,10721152,63392722,2729945,0,3965525,7772532,0,173577,109301707,0,30310699,0,5592084,71502433,0,969730,0,2272879,1740064,0,0,0,0,0,0,112387889,0,0,0,0,0,12166562,0,24603364,27026384,2872832,0,7205231,7198443,0,270409,81343225,85067125,198209365,27409959,40413556,0,0,0,0,2415389,173401712.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106331152,CORONA REGIONAL MEDICAL CENTER - MAIN,20231,2023-01-01,2023-03-31,Open,Riverside,12 - Inland Counties,1111,Investor - Corp.,Comparable,,951-737-4343,800 SOUTH MAIN STREET,CORONA,92882,SAM ITANI,238,238,238,374,630,335,749,0,0,55,452,3,33,2631,0,1959,3430,2072,5776,0,0,110,1573,5,170,15095,0,1399,1737,1090,6113,0,0,379,3187,102,3244,17251,43482438,75048680,24588597,78540546,0,0,3830613,35970426,161089,732478,262354867,19408916,36926444,12693045,71978853,0,0,5317557,48471174,574744,6701256,202071989,4475311,55391111,98803519,32311474,132221926,0,0,0,5701068,70851452,0,979089,0,0,0,7461639,408196589,0,0,0,0,0,6894209,11832590,4610915,16739329,0,0,3358948,12776451,9654,8171,56230267,125732,59413258,0,90926,0,0,0,0,2762550,92730836.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106154160,CRESTWOOD PSYCHIATRIC HEALTH FACILITY - BAKERSFIELD,20231,2023-01-01,2023-03-31,Open,Kern,09 - Central,617,Investor - Corp.,Psychiatric Health Facilities,,209-478-5291,"6700 EUCALYPTUS DRIVE, STE C",BAKERSFIELD,93306,MARIA STEFANOU,16,16,16,0,0,0,0,87,0,0,0,0,0,87,0,0,0,0,0,1137,0,0,0,0,0,1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154523,0,0,0,0,0,1154523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154523,0,0,0,0,0,1154523,12889,1054449,176250,0,0,0,0,0,33756,252841.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106344170,CRESTWOOD PSYCHIATRIC HEALTH FACILITY - CARMICHAEL,20231,2023-01-01,2023-03-31,Open,Sacramento,02 - Golden Empire,311,Investor - Corp.,Psychiatric Health Facilities,,209-478-5291,4741 ENGLE ROAD,CARMICHAEL,95608,MARIA STEFANOU,16,16,16,0,0,0,0,82,0,0,0,0,0,82,0,0,0,0,0,985,0,0,0,0,0,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948555,0,0,0,0,0,948555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948555,0,0,0,0,0,948555,438274,1046292,163900,0,0,0,0,0,34231,379106.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106344188,CRESTWOOD PSYCHIATRIC HEALTH FACILITY - SACRAMENTO,20231,2023-01-01,2023-03-31,Open,Sacramento,02 - Golden Empire,311,Investor - Corp.,Psychiatric Health Facilities,,209-478-5291,"2600 STOCKTON BLVD, STE B",SACRAMENTO,95817,MARIA STEFANOU,16,16,16,0,0,0,0,78,0,0,0,0,0,78,0,0,0,0,0,1375,0,0,0,0,0,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1324125,0,0,0,0,0,1324125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1324125,0,0,0,0,0,1324125,62646,1286635,161850,0,0,0,0,0,2283,36429.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106434220,CRESTWOOD PSYCHIATRIC HEALTH FACILITY - SAN JOSE,20231,2023-01-01,2023-03-31,Open,Santa Clara,07 - Santa Clara,431,Investor - Corp.,Psychiatric Health Facilities,,209-478-5291,1425 FRUITDALE AVE,SAN JOSE,95128,MARIA STEFANOU,16,16,16,0,0,0,0,67,0,0,0,0,0,67,0,0,0,0,0,1179,0,0,0,0,0,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333950,0,0,0,0,0,1333950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333950,0,0,0,0,0,1333950,294437,1363605,177480,0,0,0,0,0,2396,285479.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
